2020-04-16 21:58:59,20.562,11.5,19.187,999,999
2020-04-16 21:59:59,20.562,11.5,19.187,999,999
2020-04-16 22:00:59,20.937,11.5,19.187,999,999
2020-04-16 22:01:59,20.625,11.5,19.125,999,999
2020-04-16 22:02:59,20.562,11.5,19.125,999,999
2020-04-16 22:03:59,20.562,11.5,19.125,999,999
2020-04-16 22:04:59,20.562,11.437,19.125,999,999
2020-04-16 22:05:59,20.5,11.437,19.125,999,999
2020-04-16 22:06:59,20.562,11.375,19.125,999,999
2020-04-16 22:07:59,20.5,11.375,19.125,999,999
2020-04-16 22:08:59,20.437,11.437,19.125,999,999
2020-04-16 22:09:59,20.5,11.437,19.125,999,999
2020-04-16 22:10:59,20.5,11.437,19.125,999,999
2020-04-16 22:11:59,20.5,11.437,19.125,999,999
2020-04-16 22:12:59,20.437,11.437,19.125,999,999
2020-04-16 22:13:59,20.437,11.437,19.125,999,999
2020-04-16 22:14:59,20.5,11.437,19.125,999,999
2020-04-16 22:15:59,20.5,11.437,19.125,999,999
2020-04-16 22:16:59,20.5,11.437,19.125,999,999
2020-04-16 22:18:00,20.5,11.437,19.125,999,999
2020-04-16 22:19:00,20.5,11.375,19.125,999,999
2020-04-16 22:20:00,20.5,11.375,19.125,999,999
2020-04-16 22:21:00,20.5,11.375,19.125,999,999
2020-04-16 22:22:01,20.5,11.375,19.125,999,999
2020-04-16 22:23:00,20.562,11.375,19.125,999,999
2020-04-16 22:24:01,20.562,11.375,19.125,999,999
2020-04-16 22:25:00,20.562,11.375,19.125,999,999
2020-04-16 22:26:01,20.562,11.437,19.125,999,999
2020-04-16 22:27:00,20.562,11.437,19.125,999,999
2020-04-16 22:28:00,20.562,11.437,19.125,999,999
2020-04-16 22:29:00,20.75,11.437,19.125,999,999
2020-04-16 22:30:00,20.562,11.437,19.125,999,999
2020-04-16 22:31:00,21.875,11.375,19.125,999,999
2020-04-16 22:32:00,19.562,11.375,19.125,999,999
2020-04-16 22:33:00,20.562,11.375,19.125,999,999
2020-04-16 22:34:00,20.562,11.375,19.125,999,999
2020-04-16 22:35:00,20.812,11.375,19.125,999,999
2020-04-16 22:36:00,18.25,11.375,19.125,999,999
2020-04-16 22:37:00,20.375,11.375,19.125,999,999
2020-04-16 22:38:00,20.375,11.437,19.125,999,999
2020-04-16 22:39:01,20.625,11.375,19.125,999,999
2020-04-16 22:40:01,19.5,11.375,19.125,999,999
2020-04-16 22:41:01,20.312,11.437,19.125,999,999
2020-04-16 22:42:01,19.312,11.375,19.125,999,999
2020-04-16 22:43:01,20.25,11.375,19.125,999,999
2020-04-16 22:44:01,17.312,11.375,19.125,999,999
2020-04-16 22:45:01,20.312,11.375,19.062,999,999
2020-04-16 22:46:01,20.5,11.375,19.062,999,999
2020-04-16 22:47:01,21.687,11.375,19.062,999,999
2020-04-16 22:48:01,20.187,11.312,19.062,999,999
2020-04-16 22:49:01,20.187,11.375,19.062,999,999
